CDR,Exudate_Pixel,Label
0.5102,15045,2
0.5451,22775,2
0.3686,19598,2
0.4803,11535,2
0.7692,34144,2
0.4162,11520,2
0.3097,29955,2
0.8239,11351,2
0.4074,13449,2
0.3663,11828,2
0.5917,12522,2
0.6629,23465,2
0.8063,28324,2
0.9273,23204,2
0.781,22078,2
0.599,63581,2
0.9474,43219,2
0.6694,13453,2
0.7071,14194,2
0.4916,15036,2
0.8818,13961,2
0.7361,21849,2
0.5125,24192,2
0.9588,11320,2
0.9755,45423,2
0.7837,10635,2
0.6669,10691,2
0.6075,12115,2
0.3211,19969,2
0.7549,23565,2
0.3623,12508,2
0.4508,13543,2
0.3946,11839,2
0.8581,22832,2
0.7347,18672,2
0.3839,20314,2
0.3512,31883,2
0.9553,28827,2
0.3431,17879,2
0.9098,21781,2
0.8323,16455,2
0.565,16706,2
0.8164,29715,2
0.5956,16296,2
0.4832,16636,2
0.964,11776,2
0.7795,15440,2
0.9487,15985,2
0.7736,19204,2
0.7799,19611,2
0.92,12713,2
